variety,yield_total,trial,sel.site
AF4552.5,14.7,2013_NY,Maine
AF4573.2,19.2,2013_NY,Maine
AF4573.2,17.6,2013_NY,Maine
AF4648.2,17.1,2013_NY,Maine
AF4648.2,15.9,2013_NY,Maine
AF4736.10,10.1,2013_NY,Maine
AF4740.1,13.9,2013_NY,Maine
AF4747.5,8.6,2013_NY,Maine
AF4971.3,16,2013_NY,Maine
AF4975.3,16.1,2013_NY,Maine
BNC311.4,10.6,2013_NY,NorthCarolina
AF5142.3,11.1,2013_NY,Maine
BNC317.8,11.8,2013_NY,NorthCarolina
MSQ089.1,18.4,2013_NY,Michigan
MSK061.4,17,2013_NY,Michigan
MSK061.4,17.9,2013_NY,Michigan
MSL007.B,11.1,2013_NY,Michigan
MSL007.B,11.3,2013_NY,Michigan
MSM246.B,15.8,2013_NY,Michigan
MSM246.B,14.6,2013_NY,Michigan
MSN190.2,10.6,2013_NY,Michigan
MSQ086.3,16.2,2013_NY,Michigan
MSQ086.3,17.4,2013_NY,Michigan
MSQ089.1,14.3,2013_NY,Michigan
MSR058.1,19.7,2013_NY,Michigan
MSR058.1,17.8,2013_NY,Michigan
MSR127.2,20.2,2013_NY,Michigan
MSR127.2,12.9,2013_NY,Michigan
MSR128.4Y,17,2013_NY,Michigan
CO02024.9W,19.9,2013_NY,Colorado
MSR157.1Y,10.4,2013_NY,Michigan
MSR128.4Y,15.9,2013_NY,Michigan
CO02024.9W,19.6,2013_NY,Colorado
CO02033.1W,14.1,2013_NY,Colorado
CO05061.2P,7.6,2013_NY,Colorado
CO05061.2P,7.5,2013_NY,Colorado
CO05061.6W,15.6,2013_NY,Colorado
CO05061.6W,13.5,2013_NY,Colorado
CO02033.1W,14.6,2013_NY,Colorado
MSW252.2,19.2,2013_OR,Michigan
MSW500.4,17,2013_OR,Michigan
MSW293.1,18.1,2013_OR,Michigan
MSW299.2,22.1,2013_OR,Michigan
MSW326.6,19.6,2013_OR,Michigan
MSW450.1,13.5,2013_OR,Michigan
MSW474.1,29.7,2013_OR,Michigan
MSW259.6,35.4,2013_OR,Michigan
NDTX071109C.1W,20.6,2013_OR,Texas
MSW501.2,23.9,2013_OR,Michigan
MSW501.5,22.5,2013_OR,Michigan
MSW509.5,27.7,2013_OR,Michigan
NDTX091908AB.2W,19.9,2013_OR,Texas
NDTX060700C.1W,11.5,2013_OR,Texas
MSW075.1,26.8,2013_OR,Michigan
MSW123.3,22.9,2013_OR,Michigan
MST441.1,18.1,2013_OR,Michigan
MSW068.4,24.2,2013_OR,Michigan
MST229.1,18,2013_OR,Michigan
MSS428.2,32.8,2013_OR,Michigan
MST096.2Y,19,2013_OR,Michigan
MST096.2Y,20.2,2013_OR,Michigan
MST154.3,15.8,2013_OR,Michigan
MST184.3,21.7,2013_OR,Michigan
MST184.3,19.1,2013_OR,Michigan
MST186.1Y,30,2013_OR,Michigan
MST186.1Y,25.3,2013_OR,Michigan
MST191.2Y,33,2013_OR,Michigan
MST412.3,24,2013_OR,Michigan
MSV505.2,16.7,2013_OR,Michigan
MST412.3,30.7,2013_OR,Michigan
MSU245.1,26,2013_OR,Michigan
MSV241.2,25.4,2013_OR,Michigan
MSV358.3,25.5,2013_OR,Michigan
MSV380.1,17.9,2013_OR,Michigan
MSV394.3,20.1,2013_OR,Michigan
MSV498.1,30,2013_OR,Michigan
W9652.1,23.9,2013_OR,Wisconsin
NY153,27.7,2013_OR,NewYork
W9200.13,21.9,2013_OR,Wisconsin
W8848.3,22.6,2013_OR,Wisconsin
W8848.3,19.8,2013_OR,Wisconsin
W8867.5,25,2013_OR,Wisconsin
W8867.5,25.7,2013_OR,Wisconsin
W8867.7,20.8,2013_OR,Wisconsin
W8867.7,20.4,2013_OR,Wisconsin
W9200.13,21.9,2013_OR,Wisconsin
W9200.7,21,2013_OR,Wisconsin
W9202.2,22.5,2013_OR,Wisconsin
W9252.7,23.7,2013_OR,Wisconsin
W9252.7,22.9,2013_OR,Wisconsin
W9285.3Y,21.3,2013_OR,Wisconsin
W9306.1,24.5,2013_OR,Wisconsin
W9306.1,22.5,2013_OR,Wisconsin
W9577.6Y,41.1,2013_OR,Wisconsin
W9632.1,18.7,2013_OR,Wisconsin
W9632.1,19.8,2013_OR,Wisconsin
W9652.1,24.9,2013_OR,Wisconsin
MSR169.8Y,23.5,2013_OR,Michigan
NY153,16.9,2013_OR,NewYork
NYJ112.2,20.4,2013_OR,NewYork
NYJ112.2,16.7,2013_OR,NewYork
NYJ2.29,24.3,2013_OR,NewYork
NYJ2.29,26.3,2013_OR,NewYork
NYWJ11.5,26.9,2013_OR,NewYork
W8822.1,24.2,2013_OR,Wisconsin
TX09396.1W,19.6,2013_OR,Texas
W6822.3,28.8,2013_OR,Wisconsin
W6822.3,23.7,2013_OR,Wisconsin
W8587.4,17.4,2013_OR,Wisconsin
W8603.1,23.1,2013_OR,Wisconsin
W8603.1,24.6,2013_OR,Wisconsin
W8822.1,25.9,2013_OR,Wisconsin
MSS428.2,28.8,2013_OR,Michigan
NDA081453CAB.2C,24.2,2013_OR,Idaho
MSR169.8Y,22.9,2013_OR,Michigan
B2869.20,21.6,2013_OR,Wisconsin
AF5152.2,22.4,2013_OR,Maine
AF5152.3,23.9,2013_OR,Maine
AF5320.1,22.5,2013_OR,Maine
B2842.1,25.9,2013_OR,Wisconsin
B2869.15,18.8,2013_OR,Wisconsin
AF5081.4,22.9,2013_OR,Maine
B2869.29,30.3,2013_OR,Wisconsin
B2883.11,17.9,2013_OR,Wisconsin
B2895.8,30.7,2013_OR,Wisconsin
B2904.2,27.3,2013_OR,Wisconsin
B2936.2,26,2013_OR,Wisconsin
B2947.4,20.8,2013_OR,Wisconsin
B2947.8,29.7,2013_OR,Wisconsin
B2950.2,27.1,2013_OR,Wisconsin
B2950.3,26.9,2013_OR,Wisconsin
B2960.4,24.6,2013_OR,Wisconsin
AF5142.3,14.9,2013_OR,Maine
AF5040.8,20.7,2013_OR,Maine
BNC313.3,18.4,2013_OR,NorthCarolina
A00188.3C,25.9,2013_OR,Idaho
A00188.3C,22.7,2013_OR,Idaho
A01143.3C,30,2013_OR,Idaho
A01143.3C,26.9,2013_OR,Idaho
AF4157.6,19.3,2013_OR,Maine
AF4157.6,17.4,2013_OR,Maine
AF4552.5,28.2,2013_OR,Maine
AF5038.6,27,2013_OR,Maine
AF4552.5,23.7,2013_OR,Maine
AF4573.2,24.8,2013_OR,Maine
AF4573.2,29.6,2013_OR,Maine
AF4648.2,20.4,2013_OR,Maine
AF4648.2,19,2013_OR,Maine
AF4736.10,25.2,2013_OR,Maine
AF4740.1,17.9,2013_OR,Maine
AF4747.5,22.6,2013_OR,Maine
AF4971.3,25.5,2013_OR,Maine
AF4975.3,17.3,2013_OR,Maine
AF5038.1,24.2,2013_OR,Maine
BNC311.4,20.7,2013_OR,NorthCarolina
AF5138.2,25.3,2013_OR,Maine
BNC317.8,20.5,2013_OR,NorthCarolina
MSQ089.1,27.2,2013_OR,Michigan
MSK061.4,24.7,2013_OR,Michigan
MSK061.4,25.9,2013_OR,Michigan
MSL007.B,20.4,2013_OR,Michigan
MSL007.B,20.6,2013_OR,Michigan
MSM246.B,26.5,2013_OR,Michigan
MSM246.B,26.1,2013_OR,Michigan
MSN190.2,18.9,2013_OR,Michigan
MSN190.2,17.2,2013_OR,Michigan
MSQ086.3,28.9,2013_OR,Michigan
MSQ086.3,26.7,2013_OR,Michigan
MSQ089.1,29.7,2013_OR,Michigan
MSR058.1,25.2,2013_OR,Michigan
MSR058.1,23,2013_OR,Michigan
MSR127.2,30,2013_OR,Michigan
MSR127.2,25.6,2013_OR,Michigan
MSR128.4Y,22.8,2013_OR,Michigan
MSR128.4Y,22.9,2013_OR,Michigan
CO02024.9W,26.6,2013_OR,Colorado
MSR157.1Y,20.5,2013_OR,Michigan
CO02024.9W,28.7,2013_OR,Colorado
CO02033.1W,25.3,2013_OR,Colorado
CO02033.1W,22.2,2013_OR,Colorado
CO05061.2P,13.9,2013_OR,Colorado
CO05061.2P,17.9,2013_OR,Colorado
CO05061.6W,23.3,2013_OR,Colorado
CO05061.6W,24.8,2013_OR,Colorado
MSR157.1Y,25.5,2013_OR,Michigan
MSW501.5,26.9,2013_TX,Michigan
MSW259.6,18.6,2013_TX,Michigan
MSW293.1,20.1,2013_TX,Michigan
MSW299.2,19.5,2013_TX,Michigan
MSW326.6,15.6,2013_TX,Michigan
MSW450.1,24.6,2013_TX,Michigan
MSW474.1,16.2,2013_TX,Michigan
MSW500.4,17.8,2013_TX,Michigan
MSW501.2,22.4,2013_TX,Michigan
NDTX060700C.1W,12.4,2013_TX,Texas
MSW509.5,24.2,2013_TX,Michigan
MSW123.3,23.9,2013_TX,Michigan
NDTX071109C.1W,18.5,2013_TX,Texas
MSW252.2,16.9,2013_TX,Michigan
MSV358.3,24.2,2013_TX,Michigan
MSW075.1,18.5,2013_TX,Michigan
MST412.3,24.9,2013_TX,Michigan
MSS428.2,9.9,2013_TX,Michigan
MST096.2Y,20.5,2013_TX,Michigan
MST096.2Y,17.9,2013_TX,Michigan
MST154.3,22,2013_TX,Michigan
MST184.3,20.7,2013_TX,Michigan
MST184.3,24.5,2013_TX,Michigan
MST186.1Y,14.6,2013_TX,Michigan
MST186.1Y,11.5,2013_TX,Michigan
MST191.2Y,10.2,2013_TX,Michigan
MST229.1,18.1,2013_TX,Michigan
MST412.3,22.1,2013_TX,Michigan
MSW068.4,22.4,2013_TX,Michigan
MSU245.1,13.9,2013_TX,Michigan
MSV241.2,21.2,2013_TX,Michigan
MSV380.1,19.2,2013_TX,Michigan
MSV394.3,18.1,2013_TX,Michigan
MSV498.1,22.5,2013_TX,Michigan
MSV505.2,22.8,2013_TX,Michigan
MST441.1,19.6,2013_TX,Michigan
W9652.1,17.9,2013_TX,Wisconsin
NDTX091908AB.2W,32.2,2013_TX,Texas
W9200.13,20.5,2013_TX,Wisconsin
W8848.3,25.1,2013_TX,Wisconsin
W8848.3,19.7,2013_TX,Wisconsin
W8867.5,19.1,2013_TX,Wisconsin
W8867.5,29.5,2013_TX,Wisconsin
W8867.7,21.4,2013_TX,Wisconsin
W8867.7,21.7,2013_TX,Wisconsin
W9200.13,25.7,2013_TX,Wisconsin
W9200.7,21.4,2013_TX,Wisconsin
W9202.2,15.2,2013_TX,Wisconsin
W9252.7,15.1,2013_TX,Wisconsin
W9252.7,18.7,2013_TX,Wisconsin
W9285.3Y,24.7,2013_TX,Wisconsin
W9306.1,27.1,2013_TX,Wisconsin
W9306.1,18.4,2013_TX,Wisconsin
W9577.6Y,34.8,2013_TX,Wisconsin
W9632.1,27.4,2013_TX,Wisconsin
W9632.1,21.1,2013_TX,Wisconsin
W9652.1,19.5,2013_TX,Wisconsin
MSR169.8Y,23.9,2013_TX,Michigan
W8822.1,23.5,2013_TX,Wisconsin
NYJ2.29,25,2013_TX,NewYork
NY153,23.1,2013_TX,NewYork
NY153,23.6,2013_TX,NewYork
NYJ112.2,26.5,2013_TX,NewYork
NYJ112.2,19.9,2013_TX,NewYork
NYJ2.29,22,2013_TX,NewYork
NYWJ11.5,16.1,2013_TX,NewYork
W8822.1,23,2013_TX,Wisconsin
TX09396.1W,16.1,2013_TX,Texas
W6822.3,29.3,2013_TX,Wisconsin
W6822.3,25.2,2013_TX,Wisconsin
W8587.4,18.5,2013_TX,Wisconsin
W8603.1,17.2,2013_TX,Wisconsin
W8603.1,17.3,2013_TX,Wisconsin
MSS428.2,13.2,2013_TX,Michigan
MSR169.8Y,20.5,2013_TX,Michigan
AF5038.6,11,2013_TX,Maine
AF5040.8,23.7,2013_TX,Maine
AF5081.4,11.1,2013_TX,Maine
AF5138.2,18.2,2013_TX,Maine
AF5142.3,16.2,2013_TX,Maine
AF5152.2,21.7,2013_TX,Maine
AF5152.3,21.2,2013_TX,Maine
AF5320.1,20.5,2013_TX,Maine
B2842.1,26.7,2013_TX,Wisconsin
AF4971.3,19.5,2013_TX,Maine
B2869.15,19.8,2013_TX,Wisconsin
B2869.20,17.5,2013_TX,Wisconsin
B2869.29,25.1,2013_TX,Wisconsin
B2883.11,24.4,2013_TX,Wisconsin
B2895.8,20.5,2013_TX,Wisconsin
B2904.2,27.7,2013_TX,Wisconsin
B2936.2,19.1,2013_TX,Wisconsin
B2947.4,27.6,2013_TX,Wisconsin
B2947.8,27.9,2013_TX,Wisconsin
B2950.2,27.8,2013_TX,Wisconsin
AF4975.3,25.9,2013_TX,Maine
AF4747.5,22.5,2013_TX,Maine
A01143.3C,13.8,2013_TX,Idaho
A01143.3C,13.2,2013_TX,Idaho
AC00206.2W,25.8,2013_TX,Colorado
AC00206.2W,19.9,2013_TX,Colorado
AC03452.2W,16.1,2013_TX,Colorado
AC03452.2W,21.9,2013_TX,Colorado
AC05153.1W,10.2,2013_TX,Colorado
AC05153.1W,13.1,2013_TX,Colorado
AF4740.1,30.8,2013_TX,Maine
AF4157.6,29.6,2013_TX,Maine
AF4157.6,24.7,2013_TX,Maine
AF4552.5,28.8,2013_TX,Maine
AF4552.5,28.7,2013_TX,Maine
AF4573.2,17.5,2013_TX,Maine
AF4573.2,14.6,2013_TX,Maine
AF4648.2,19.1,2013_TX,Maine
AF4648.2,23.4,2013_TX,Maine
AF4736.10,20.6,2013_TX,Maine
B2950.3,25.8,2013_TX,Wisconsin
AF5038.1,29.7,2013_TX,Maine
B2960.4,13.1,2013_TX,Wisconsin
MSQ089.1,22.8,2013_TX,Michigan
MSK061.4,19.5,2013_TX,Michigan
MSK061.4,15.3,2013_TX,Michigan
MSL007.B,25.1,2013_TX,Michigan
MSL007.B,23,2013_TX,Michigan
MSM246.B,18,2013_TX,Michigan
MSM246.B,17.1,2013_TX,Michigan
MSN190.2,20.1,2013_TX,Michigan
MSN190.2,25.1,2013_TX,Michigan
MSQ086.3,43.7,2013_TX,Michigan
MSQ086.3,15.5,2013_TX,Michigan
MSQ089.1,24,2013_TX,Michigan
MSR058.1,26.9,2013_TX,Michigan
MSR058.1,28.2,2013_TX,Michigan
MSR127.2,9.7,2013_TX,Michigan
MSR127.2,13.2,2013_TX,Michigan
MSR128.4Y,26.2,2013_TX,Michigan
MSR128.4Y,22,2013_TX,Michigan
BNC311.4,31.7,2013_TX,NorthCarolina
MSR157.1Y,23.6,2013_TX,Michigan
BNC313.3,24.9,2013_TX,NorthCarolina
BNC317.8,24.5,2013_TX,NorthCarolina
CO02024.9W,24.8,2013_TX,Colorado
CO02024.9W,23.1,2013_TX,Colorado
CO02033.1W,29.2,2013_TX,Colorado
CO02033.1W,22.9,2013_TX,Colorado
CO05061.6W,24,2013_TX,Colorado
CO05061.6W,25.1,2013_TX,Colorado
MSR157.1Y,23.3,2013_TX,Michigan
MSW500.4,18.7,2013_WI,Michigan
MSW123.3,32,2013_WI,Michigan
MSW252.2,20.7,2013_WI,Michigan
MSW259.6,39.3,2013_WI,Michigan
MSW293.1,21.7,2013_WI,Michigan
MSW299.2,29.4,2013_WI,Michigan
MSW326.6,19.8,2013_WI,Michigan
MSW450.1,22.7,2013_WI,Michigan
MSW474.1,23.9,2013_WI,Michigan
NDTX071109C.1W,19.8,2013_WI,Texas
MSW501.2,20.1,2013_WI,Michigan
MSW501.5,29.1,2013_WI,Michigan
MSW509.5,36.3,2013_WI,Michigan
NDA081453CAB.2C,32.6,2013_WI,Idaho
NDTX060700C.1W,9.7,2013_WI,Texas
MSW068.4,24.6,2013_WI,Michigan
NDTX091908AB.2W,26.6,2013_WI,Texas
MSW075.1,24.1,2013_WI,Michigan
MSV505.2,27.8,2013_WI,Michigan
MST191.2Y,40.5,2013_WI,Michigan
MSR169.8Y,24.5,2013_WI,Michigan
MSS428.2,33.7,2013_WI,Michigan
MSS428.2,25.2,2013_WI,Michigan
MST096.2Y,22.7,2013_WI,Michigan
MST096.2Y,23.2,2013_WI,Michigan
MST154.3,23.6,2013_WI,Michigan
MST184.3,20.3,2013_WI,Michigan
MST184.3,20.9,2013_WI,Michigan
MST186.1Y,31.4,2013_WI,Michigan
MST186.1Y,29,2013_WI,Michigan
MST229.1,23.7,2013_WI,Michigan
MSV498.1,27.1,2013_WI,Michigan
MST412.3,22.3,2013_WI,Michigan
MST441.1,24.1,2013_WI,Michigan
MSU245.1,21.4,2013_WI,Michigan
MSV241.2,28.1,2013_WI,Michigan
MSV358.3,17.4,2013_WI,Michigan
MSV380.1,21.6,2013_WI,Michigan
MSV394.3,23.9,2013_WI,Michigan
MST412.3,35.6,2013_WI,Michigan
W9200.7,24.9,2013_WI,Wisconsin
W8848.3,16.6,2013_WI,Wisconsin
W8848.3,13.7,2013_WI,Wisconsin
W8867.5,26.8,2013_WI,Wisconsin
W8867.5,32.1,2013_WI,Wisconsin
W8867.7,22.8,2013_WI,Wisconsin
W8867.7,16.9,2013_WI,Wisconsin
W9200.13,20.1,2013_WI,Wisconsin
W9200.13,21,2013_WI,Wisconsin
W9202.2,26.8,2013_WI,Wisconsin
W9285.3Y,23.9,2013_WI,Wisconsin
W9306.1,20.9,2013_WI,Wisconsin
W9306.1,24,2013_WI,Wisconsin
W9577.6Y,38.6,2013_WI,Wisconsin
W9632.1,22.6,2013_WI,Wisconsin
W9632.1,21.2,2013_WI,Wisconsin
W9652.1,24.6,2013_WI,Wisconsin
W9652.1,27,2013_WI,Wisconsin
MSR157.1Y,21.2,2013_WI,Michigan
NY153,34.1,2013_WI,NewYork
NYWJ11.5,26.1,2013_WI,NewYork
NY153,19,2013_WI,NewYork
NYJ112.2,25.2,2013_WI,NewYork
NYJ112.2,20.7,2013_WI,NewYork
NYJ2.29,27,2013_WI,NewYork
NYJ2.29,26.3,2013_WI,NewYork
W8822.1,28.8,2013_WI,Wisconsin
TX09396.1W,31,2013_WI,Texas
W6822.3,22.9,2013_WI,Wisconsin
W6822.3,24.8,2013_WI,Wisconsin
W8587.4,13.1,2013_WI,Wisconsin
W8603.1,26.2,2013_WI,Wisconsin
W8603.1,20.2,2013_WI,Wisconsin
W8822.1,32.1,2013_WI,Wisconsin
MSR169.8Y,24.8,2013_WI,Michigan
CO02033.1W,29.2,2013_WI,Colorado
MSR157.1Y,16.7,2013_WI,Michigan
AF5142.3,17.9,2013_WI,Maine
AF5152.2,20.1,2013_WI,Maine
AF5152.3,21.4,2013_WI,Maine
AF5320.1,25.8,2013_WI,Maine
B2842.1,22,2013_WI,Wisconsin
B2869.15,21.2,2013_WI,Wisconsin
B2869.20,18.8,2013_WI,Wisconsin
B2869.29,23.2,2013_WI,Wisconsin
AF5081.4,26.2,2013_WI,Maine
B2883.11,18.8,2013_WI,Wisconsin
B2895.8,26.1,2013_WI,Wisconsin
B2904.2,31,2013_WI,Wisconsin
B2936.2,26.9,2013_WI,Wisconsin
B2947.4,19.6,2013_WI,Wisconsin
B2947.8,24.8,2013_WI,Wisconsin
B2950.2,19.7,2013_WI,Wisconsin
B2950.3,26.2,2013_WI,Wisconsin
B2960.4,28,2013_WI,Wisconsin
BNC311.4,25.7,2013_WI,NorthCarolina
AF5138.2,23.3,2013_WI,Maine
AF5040.8,29,2013_WI,Maine
BNC317.8,25.9,2013_WI,NorthCarolina
A00188.3C,25.9,2013_WI,Idaho
A00188.3C,22.5,2013_WI,Idaho
A01143.3C,35.7,2013_WI,Idaho
A01143.3C,35.8,2013_WI,Idaho
AF4157.6,18.7,2013_WI,Maine
AF4157.6,20.8,2013_WI,Maine
AF4552.5,25.8,2013_WI,Maine
AF5038.6,20.5,2013_WI,Maine
AF4552.5,27.1,2013_WI,Maine
AF4573.2,27.3,2013_WI,Maine
AF4573.2,19.9,2013_WI,Maine
AF4648.2,25.1,2013_WI,Maine
AF4648.2,20,2013_WI,Maine
AF4736.10,19.1,2013_WI,Maine
AF4740.1,22.8,2013_WI,Maine
AF4747.5,17.6,2013_WI,Maine
AF4971.3,23,2013_WI,Maine
AF4975.3,22.9,2013_WI,Maine
AF5038.1,18,2013_WI,Maine
BNC313.3,18.6,2013_WI,NorthCarolina
CO02024.9W,31.2,2013_WI,Colorado
MSR128.4Y,29,2013_WI,Michigan
MSQ086.3,29,2013_WI,Michigan
MSK061.4,39,2013_WI,Michigan
MSK061.4,34.2,2013_WI,Michigan
MSL007.B,25.7,2013_WI,Michigan
MSL007.B,21.5,2013_WI,Michigan
MSM246.B,23.6,2013_WI,Michigan
MSM246.B,24.1,2013_WI,Michigan
MSN190.2,22.4,2013_WI,Michigan
MSN190.2,16,2013_WI,Michigan
MSQ086.3,37.2,2013_WI,Michigan
MSQ089.1,27.6,2013_WI,Michigan
MSQ089.1,36.8,2013_WI,Michigan
MSR058.1,24.5,2013_WI,Michigan
MSR058.1,23.4,2013_WI,Michigan
MSR127.2,35.5,2013_WI,Michigan
MSR127.2,25.9,2013_WI,Michigan
MSR128.4Y,26.1,2013_WI,Michigan
CO02024.9W,24.5,2013_WI,Colorado
CO02033.1W,22.5,2013_WI,Colorado
CO05061.2P,22.5,2013_WI,Colorado
CO05061.2P,21.6,2013_WI,Colorado
CO05061.6W,23.9,2013_WI,Colorado
CO05061.6W,20.1,2013_WI,Colorado
MSV507.100,24.1,2014_CA,Michigan
MSV507.128,37.1,2014_CA,Michigan
MSV507.143,24,2014_CA,Michigan
MSV507.146,16.6,2014_CA,Michigan
MSV507.198,35.1,2014_CA,Michigan
MSW075.1,28.1,2014_CA,Michigan
MSW168.2,30.4,2014_CA,Michigan
MSW259.6,24.1,2014_CA,Michigan
MSW259.6,21.1,2014_CA,Michigan
MSW293.1,28.1,2014_CA,Michigan
MSW474.1,26.1,2014_CA,Michigan
MSV507.007,40,2014_CA,Michigan
MSX150.1,35.2,2014_CA,Michigan
MSX240.3,36.6,2014_CA,Michigan
MSX245.2Y,33.1,2014_CA,Michigan
MSX542.2,42.1,2014_CA,Michigan
NC302.12,32.6,2014_CA,NorthCarolina
NC311.9,18.1,2014_CA,NorthCarolina
NC317.12,23.1,2014_CA,NorthCarolina
NCJ100.7,30.6,2014_CA,NorthCarolina
NCJ106.2,14.6,2014_CA,NorthCarolina
NCJ107.6,14,2014_CA,NorthCarolina
ND7799c.1,27.1,2014_CA,NorthDakota
MSV507.094,22.6,2014_CA,Michigan
MSV505.2,27,2014_CA,Michigan
NDTX060700C.1W,8.4,2014_CA,Texas
MSS428.2,34,2014_CA,Michigan
MSS428.2,35.1,2014_CA,Michigan
MST184.3,21.2,2014_CA,Michigan
MST184.3,28.1,2014_CA,Michigan
MST186.1Y,30,2014_CA,Michigan
MST186.1Y,25,2014_CA,Michigan
MST191.2Y,25.1,2014_CA,Michigan
MST191.2Y,31,2014_CA,Michigan
MST229.1,21.6,2014_CA,Michigan
MSU245.1,29.1,2014_CA,Michigan
MSV498.1,23.1,2014_CA,Michigan
MSV111.1,31.1,2014_CA,Michigan
MSV241.2,29,2014_CA,Michigan
MSV358.3,23.1,2014_CA,Michigan
MSV358.3,18.1,2014_CA,Michigan
MSV380.1,26.1,2014_CA,Michigan
MSV394.3,35.1,2014_CA,Michigan
MSV498.1,36,2014_CA,Michigan
ND7799c.1,26.2,2014_CA,NorthDakota
NDTX060700C.1W,7.1,2014_CA,Texas
MSR127.2,32,2014_CA,Michigan
W9871.4,33.1,2014_CA,Wisconsin
W6822.3,21.1,2014_CA,Wisconsin
W6822.3,27,2014_CA,Wisconsin
W9200.13,21.1,2014_CA,Wisconsin
W9200.13,29.1,2014_CA,Wisconsin
W9306.1,30.1,2014_CA,Wisconsin
W9306.1,25,2014_CA,Wisconsin
W9827.7Y,39.4,2014_CA,Wisconsin
W9871.6,30,2014_CA,Wisconsin
TX09396.1W,20.1,2014_CA,Texas
W9874.3,38.2,2014_CA,Wisconsin
W9891.1,23.8,2014_CA,Wisconsin
W9905.3,25.2,2014_CA,Wisconsin
W9905.6,26,2014_CA,Wisconsin
W9905.7,37.6,2014_CA,Wisconsin
W9922.5,32.1,2014_CA,Wisconsin
W9967.16,23.2,2014_CA,Wisconsin
W9967.4,31.1,2014_CA,Wisconsin
W9967.5,23.1,2014_CA,Wisconsin
W9968.2,19.2,2014_CA,Wisconsin
W9968.3,22,2014_CA,Wisconsin
W9968.5,32.1,2014_CA,Wisconsin
TX09403.14W,31,2014_CA,Texas
TX09396.1W,20.1,2014_CA,Texas
NDTX071109C.1W,20.6,2014_CA,Texas
NDTX091908AB.2W,15,2014_CA,Texas
NDTX091908AB.2W,21.1,2014_CA,Texas
NDTX102557.1W,24.6,2014_CA,Texas
NY153,27.6,2014_CA,NewYork
NY153,17.1,2014_CA,NewYork
NYJ112.2,30.1,2014_CA,NewYork
NYJ112.2,20.6,2014_CA,NewYork
NYK27.1,24,2014_CA,NewYork
NYK27.3,19.1,2014_CA,NewYork
NYK28.18,29.6,2014_CA,NewYork
NY162,22.8,2014_CA,NewYork
NYWJ11.5,25.4,2014_CA,NewYork
NYWJ11.5,23.1,2014_CA,NewYork
MSR127.2,33,2014_CA,Michigan
B2869.20,31,2014_CA,Wisconsin
AF5425.6,20.2,2014_CA,Maine
AF5426.3,18.1,2014_CA,Maine
AF5432.5,28.1,2014_CA,Maine
AF5445.4,21.6,2014_CA,Maine
AF5446.11,18,2014_CA,Maine
AF5447.10,22,2014_CA,Maine
AFW5039.1,39.1,2014_CA,Wisconsin
AFW5039.1,39.1,2014_CA,Wisconsin
B2827.12,23,2014_CA,Wisconsin
B2842.1,35.1,2014_CA,Wisconsin
B2842.1,30,2014_CA,Wisconsin
B2869.20,34.6,2014_CA,Wisconsin
B2869.29,31,2014_CA,Wisconsin
B2869.29,32,2014_CA,Wisconsin
B2883.11,15.6,2014_CA,Wisconsin
B2883.11,13,2014_CA,Wisconsin
B2890.11,17.1,2014_CA,Wisconsin
B2895.8,21.4,2014_CA,Wisconsin
B2895.8,25,2014_CA,Wisconsin
B2904.2,26.1,2014_CA,Wisconsin
B2904.2,27.1,2014_CA,Wisconsin
B2908.3,10.1,2014_CA,Wisconsin
AF5392.8,22.4,2014_CA,Maine
AF5386.4,24.8,2014_CA,Maine
B2936.2,24.2,2014_CA,Wisconsin
AF4442.4,21,2014_CA,Maine
AF4442.4,16.1,2014_CA,Maine
AF4552.5,23,2014_CA,Maine
AF4552.5,24.1,2014_CA,Maine
AF4648.2,18.1,2014_CA,Maine
AF4648.2,17,2014_CA,Maine
AF4971.3,20.1,2014_CA,Maine
AF4975.3,30,2014_CA,Maine
AF4975.3,24,2014_CA,Maine
AF5033.13,24.1,2014_CA,Maine
AF5332.2,30.4,2014_CA,Maine
AF5039.11,12,2014_CA,Maine
AF5039.15,20.8,2014_CA,Maine
AF5040.8,25.4,2014_CA,Maine
AF5040.8,24.4,2014_CA,Maine
AF5044.21,23,2014_CA,Maine
AF5142.1,20,2014_CA,Maine
AF5152.2,26,2014_CA,Maine
AF5152.2,23.4,2014_CA,Maine
AF5152.3,25.1,2014_CA,Maine
AF5153.11,26.1,2014_CA,Maine
AF5280.2,22.1,2014_CA,Maine
AF5281.4,17.1,2014_CA,Maine
AF5292.4,21.4,2014_CA,Maine
B2936.2,32.1,2014_CA,Wisconsin
AF5387.6,13.8,2014_CA,Maine
B2947.4,14.1,2014_CA,Wisconsin
CO05061.6W,29,2014_CA,Colorado
CO05061.6W,29.8,2014_CA,Colorado
CO07070.10W,38.1,2014_CA,Colorado
CO07070.13W,25,2014_CA,Colorado
BNC366.1,30,2014_CA,NorthCarolina
MSM246.B,39,2014_CA,Michigan
MSM246.B,27.4,2014_CA,Michigan
MSQ089.1,20.1,2014_CA,Michigan
B2947.4,11.6,2014_CA,Wisconsin
MSQ089.1,22.1,2014_CA,Michigan
BNC371.2,23.1,2014_CA,NorthCarolina
B2960.4,18.1,2014_CA,Wisconsin
B2996.1,16.2,2014_CA,Wisconsin
B2947.8,26,2014_CA,Wisconsin
B2950.2,25.1,2014_CA,Wisconsin
