variety,yield_total,trial,sel.site
MSAA678.01,13,2019_CA,Michigan
MSAA678.01,13.5,2019_CA,Michigan
AOR12197.4,17.6,2019_CA,Oregon
AOR12197.4,17.6,2019_CA,Oregon
AOR12197.4,14.2,2019_CA,Oregon
AOR12197.4,14.2,2019_CA,Oregon
NYOR14Q9.5,16,2019_CA,NewYork
NYOR14Q9.5,18.2,2019_CA,NewYork
NYOR14Q9.9,13.7,2019_CA,NewYork
NYOR14Q9.9,14.6,2019_CA,NewYork
COOR13270.2,11.8,2019_CA,Oregon
COOR13270.2,14.6,2019_CA,Oregon
MSAFB605.4,10,2019_CA,Michigan
MSAFB605.4,10,2019_CA,Wisconsin
MSAFB605.4,12.7,2019_CA,Michigan
MSAFB605.4,12.7,2019_CA,Wisconsin
MSAFB609.5,14.1,2019_CA,Michigan
MSAFB609.5,14.1,2019_CA,Wisconsin
MSAFB609.5,14.6,2019_CA,Michigan
MSAFB609.5,14.6,2019_CA,Wisconsin
MSAFB635.3,15.9,2019_CA,Michigan
MSAFB635.3,15.9,2019_CA,Wisconsin
MSAFB635.3,13.7,2019_CA,Michigan
MSAFB635.3,13.7,2019_CA,Wisconsin
MSAFB635.15,13.9,2019_CA,Michigan
MSAFB635.15,13.9,2019_CA,Wisconsin
MSAFB635.15,14.1,2019_CA,Michigan
MSAFB635.15,14.1,2019_CA,Wisconsin
AF6037.2,7.8,2019_CA,Maine
AF6037.2,8.6,2019_CA,Maine
B2904.2,17.8,2019_CA,Wisconsin
B2904.2,14.6,2019_CA,Wisconsin
B3012.1,16.9,2019_CA,Wisconsin
B3012.1,13.7,2019_CA,Wisconsin
BNC549.1,12.7,2019_CA,NorthCarolina
BNC549.1,10.5,2019_CA,NorthCarolina
A11516.1C,15.9,2019_CA,Idaho
A11516.1C,11.9,2019_CA,Idaho
AC11453.7W,9.6,2019_FL,Colorado
AC11494.6W,10.4,2019_FL,Colorado
CO12235.3W,10.1,2019_FL,Colorado
CO12293.1W,14.6,2019_FL,Colorado
CO12428.2W,6.3,2019_FL,Colorado
NYQ23.4,10.7,2019_FL,NewYork
NYQ29.1,8.4,2019_FL,NewYork
NYQ29.2,9.5,2019_FL,NewYork
NYQ36.6,7.5,2019_FL,NewYork
NYQ37.1,9.2,2019_FL,NewYork
NYQ38.4,9.6,2019_FL,NewYork
NYQ106.13,10.3,2019_FL,NewYork
MSAA072.04,14,2019_FL,Michigan
MSAA091.01,7.2,2019_FL,Michigan
MSAA100.01,8.7,2019_FL,Michigan
MSAA217.3,13.8,2019_FL,Michigan
MSAA240.06,11.8,2019_FL,Michigan
MSAA290.02,12.5,2019_FL,Michigan
MSAA309.15,8.7,2019_FL,Michigan
MSAA311.1,10.5,2019_FL,Michigan
MSAA313.01,14.4,2019_FL,Michigan
MSAA342.11Y,12.5,2019_FL,Michigan
MSAA498.18,9.1,2019_FL,Michigan
MSAA513.01,11.7,2019_FL,Michigan
MSBB058.01,6.5,2019_FL,Michigan
MSBB058.01,6.5,2019_FL,Wisconsin
MSBB060.01,12.5,2019_FL,Michigan
MSBB060.01,12.5,2019_FL,Wisconsin
MSBB067.02,10.7,2019_FL,Michigan
MSBB067.02,10.7,2019_FL,Wisconsin
MSBB166.01,10.9,2019_FL,Michigan
MSBB166.01,10.9,2019_FL,Wisconsin
MSBB193.1,11.1,2019_FL,Michigan
MSBB193.1,11.1,2019_FL,Wisconsin
MSBB610.13,12.1,2019_FL,Michigan
MSBB610.13,12.1,2019_FL,Wisconsin
MSBB611.03,11.2,2019_FL,Michigan
MSBB611.03,11.2,2019_FL,Wisconsin
MSBB613.04,11.4,2019_FL,Michigan
MSBB613.04,11.4,2019_FL,Wisconsin
MSBB614.10,15.7,2019_FL,Michigan
MSBB614.10,15.7,2019_FL,Wisconsin
MSBB617.02,10.1,2019_FL,Michigan
MSBB617.02,10.1,2019_FL,Wisconsin
MSBB618.02,12.8,2019_FL,Michigan
MSBB618.02,12.8,2019_FL,Wisconsin
MSBB618.09,10.1,2019_FL,Michigan
MSBB618.09,10.1,2019_FL,Wisconsin
MSBB623.12,5.7,2019_FL,Michigan
MSBB623.12,5.7,2019_FL,Wisconsin
MSBB625.02,5,2019_FL,Michigan
MSBB625.02,5,2019_FL,Wisconsin
MSBB626.11,11.1,2019_FL,Michigan
MSBB626.11,11.1,2019_FL,Wisconsin
MSBB631.04,9.7,2019_FL,Michigan
MSBB631.04,9.7,2019_FL,Wisconsin
MSBB633.18,13.5,2019_FL,Michigan
MSBB633.18,13.5,2019_FL,Wisconsin
MSBB636.11,10.6,2019_FL,Michigan
MSBB636.11,10.6,2019_FL,Wisconsin
MSCC129.02,13.4,2019_FL,Michigan
MSCC129.04,9.5,2019_FL,Michigan
MSCC248.03,16.2,2019_FL,Michigan
MSCC256.02,9.7,2019_FL,Michigan
NC475.3,10.2,2019_FL,NorthCarolina
ND13217C.1,6.9,2019_FL,NorthDakota
ND13219C.4,10.9,2019_FL,NorthDakota
ND13220C.3,12.4,2019_FL,NorthDakota
ND13221C.3,9.5,2019_FL,NorthDakota
ND124C.1,9.2,2019_FL,NorthDakota
ND113307C.3,11.9,2019_FL,NorthDakota
NYORQ2.2,11.9,2019_FL,NewYork
NYORQ6.3,9.3,2019_FL,NewYork
NYORQ6.6,13.5,2019_FL,NewYork
NYORN6.8,12.8,2019_FL,NewYork
NDTX12135.1W,8.7,2019_FL,Texas
NDTX14362AB.1W,8.5,2019_FL,Texas
AF5933.4,13.3,2019_FL,Maine
AF5960.4,12.8,2019_FL,Maine
AF5973.3,9.2,2019_FL,Maine
AF5975.1,11.3,2019_FL,Maine
AF6024.1,18.6,2019_FL,Maine
AF6034.1,11.3,2019_FL,Maine
AF6036.1,12.5,2019_FL,Maine
NDAF14477C.2,10.1,2019_FL,Maine
NDAF14477C.7,7.7,2019_FL,Maine
WAF14067.6,10.6,2019_FL,Maine
AF6188.9,6.6,2019_FL,Maine
AF6192.3,13.7,2019_FL,Maine
AF6200.4,11.4,2019_FL,Maine
AF6232.1,14.4,2019_FL,Maine
AF6241.4,9.2,2019_FL,Maine
WAF15195.3,12,2019_FL,Maine
WAF15133.3,10,2019_FL,Maine
B3306.2,6.5,2019_FL,Wisconsin
B3317.1,10.3,2019_FL,Wisconsin
BNC726.5,11.3,2019_FL,NorthCarolina
BNC742.2,6.9,2019_FL,NorthCarolina
CO11023.2W,12,2019_FL,Colorado
CO11023.2W,12,2019_FL,Colorado
CO11023.9W,12.7,2019_FL,Colorado
CO11023.9W,13.7,2019_FL,Colorado
CO11037.5W,10.8,2019_FL,Colorado
CO11037.5W,12.7,2019_FL,Colorado
NY166,14,2019_FL,NewYork
NY166,14.1,2019_FL,NewYork
NY168,18.2,2019_FL,NewYork
NY168,8.2,2019_FL,NewYork
NY169,12,2019_FL,NewYork
NY169,10,2019_FL,NewYork
NYP19.2,9.2,2019_FL,NewYork
NYP19.2,7.4,2019_FL,NewYork
MSAA036.09,11.1,2019_FL,Michigan
MSAA036.09,10.9,2019_FL,Michigan
MSAA038.09Y,14.9,2019_FL,Michigan
MSAA038.09Y,9.2,2019_FL,Michigan
MSAA076.04,14.2,2019_FL,Michigan
MSAA076.04,7.8,2019_FL,Michigan
MSAA241.01,13,2019_FL,Michigan
MSAA241.01,9.9,2019_FL,Michigan
MSAA260.03,14.3,2019_FL,Michigan
MSAA260.03,13.1,2019_FL,Michigan
MSAA324.04,10,2019_FL,Michigan
MSAA324.04,11.1,2019_FL,Michigan
MSAA678.01,12.5,2019_FL,Michigan
MSAA678.01,7.2,2019_FL,Michigan
AOR12197.4,7.4,2019_FL,Oregon
AOR12197.4,7.4,2019_FL,Oregon
AOR12197.4,17.6,2019_FL,Oregon
AOR12197.4,17.6,2019_FL,Oregon
NYOR14Q9.5,14.3,2019_FL,NewYork
NYOR14Q9.5,16.8,2019_FL,NewYork
NYOR14Q9.9,12.6,2019_FL,NewYork
NYOR14Q9.9,8.7,2019_FL,NewYork
COOR13270.2,7.1,2019_FL,Oregon
COOR13270.2,9.7,2019_FL,Oregon
MSAFB605.4,13.8,2019_FL,Michigan
MSAFB605.4,13.8,2019_FL,Wisconsin
MSAFB605.4,20.9,2019_FL,Michigan
MSAFB605.4,20.9,2019_FL,Wisconsin
MSAFB609.5,12.9,2019_FL,Michigan
MSAFB609.5,12.9,2019_FL,Wisconsin
MSAFB609.5,14.7,2019_FL,Michigan
MSAFB609.5,14.7,2019_FL,Wisconsin
MSAFB635.3,10.3,2019_FL,Michigan
MSAFB635.3,10.3,2019_FL,Wisconsin
MSAFB635.3,11.2,2019_FL,Michigan
MSAFB635.3,11.2,2019_FL,Wisconsin
MSAFB635.15,13.6,2019_FL,Michigan
MSAFB635.15,13.6,2019_FL,Wisconsin
MSAFB635.15,11.1,2019_FL,Michigan
MSAFB635.15,11.1,2019_FL,Wisconsin
AF6037.2,10.4,2019_FL,Maine
AF6037.2,10,2019_FL,Maine
B2904.2,11.6,2019_FL,Wisconsin
B2904.2,23.8,2019_FL,Wisconsin
B3012.1,9.2,2019_FL,Wisconsin
B3012.1,11.6,2019_FL,Wisconsin
BNC549.1,10.4,2019_FL,NorthCarolina
BNC549.1,9.2,2019_FL,NorthCarolina
A11516.1C,13.6,2019_FL,Idaho
A11516.1C,11.5,2019_FL,Idaho
MSAA373.3,8.2,2019_FL,Michigan
MSAA373.3,11.3,2019_FL,Michigan
AC11453.7W,19.1,2019_MI,Colorado
AC11494.6W,13.4,2019_MI,Colorado
AF5933.4,16,2019_MI,Maine
AF5960.4,15.2,2019_MI,Maine
AF5973.3,8.1,2019_MI,Maine
AF5975.1,13.7,2019_MI,Maine
AF6024.1,13.4,2019_MI,Maine
AF6031.2,18.3,2019_MI,Maine
AF6034.1,14.7,2019_MI,Maine
AF6036.1,16.4,2019_MI,Maine
AF6188.9,10.2,2019_MI,Maine
AF6192.3,11.9,2019_MI,Maine
AF6200.4,17.4,2019_MI,Maine
AF6232.1,11,2019_MI,Maine
AF6241.4,14.6,2019_MI,Maine
B3306.2,6.5,2019_MI,Wisconsin
B3317.1,14.3,2019_MI,Wisconsin
BNC726.5,7.8,2019_MI,NorthCarolina
BNC742.2,8.9,2019_MI,NorthCarolina
CO12235.3W,10.2,2019_MI,Colorado
CO12293.1W,19.2,2019_MI,Colorado
CO12428.2W,13.7,2019_MI,Colorado
MSAA072.04,18.5,2019_MI,Michigan
MSAA091.01,15.7,2019_MI,Michigan
MSAA100.01,14.6,2019_MI,Michigan
MSAA217.3,12.6,2019_MI,Michigan
MSAA240.06,17.7,2019_MI,Michigan
MSAA290.02,12.3,2019_MI,Michigan
MSAA309.15,9.2,2019_MI,Michigan
MSAA311.1,9.4,2019_MI,Michigan
MSAA313.01,12.1,2019_MI,Michigan
MSAA342.11Y,12.2,2019_MI,Michigan
MSAA498.18,11.7,2019_MI,Michigan
MSAA513.01,14,2019_MI,Michigan
MSAFB605.4,18.3,2019_MI,Michigan
MSAFB605.4,18.3,2019_MI,Wisconsin
MSAFB609.5,21.1,2019_MI,Michigan
MSAFB609.5,21.1,2019_MI,Wisconsin
MSAFB635.15,19.4,2019_MI,Michigan
MSAFB635.15,19.4,2019_MI,Wisconsin
MSAFB635.3,15.9,2019_MI,Michigan
MSAFB635.3,15.9,2019_MI,Wisconsin
MSBB008.03,12.1,2019_MI,Michigan
MSBB008.03,12.1,2019_MI,Wisconsin
MSBB058.01,15.5,2019_MI,Michigan
MSBB058.01,15.5,2019_MI,Wisconsin
MSBB060.01,15.6,2019_MI,Michigan
MSBB060.01,15.6,2019_MI,Wisconsin
MSBB067.02,9.7,2019_MI,Michigan
MSBB067.02,9.7,2019_MI,Wisconsin
MSBB166.01,19.6,2019_MI,Michigan
MSBB166.01,19.6,2019_MI,Wisconsin
MSBB193.1,9.6,2019_MI,Michigan
MSBB193.1,9.6,2019_MI,Wisconsin
MSBB610.13,13.9,2019_MI,Michigan
MSBB610.13,13.9,2019_MI,Wisconsin
MSBB611.03,15.3,2019_MI,Michigan
MSBB611.03,15.3,2019_MI,Wisconsin
MSBB613.04,15.6,2019_MI,Michigan
MSBB613.04,15.6,2019_MI,Wisconsin
MSBB614.10,17.5,2019_MI,Michigan
MSBB614.10,17.5,2019_MI,Wisconsin
MSBB617.02,18.6,2019_MI,Michigan
MSBB617.02,18.6,2019_MI,Wisconsin
MSBB618.02,12.4,2019_MI,Michigan
MSBB618.02,12.4,2019_MI,Wisconsin
MSBB618.09,13.5,2019_MI,Michigan
MSBB618.09,13.5,2019_MI,Wisconsin
MSBB623.12,13.7,2019_MI,Michigan
MSBB623.12,13.7,2019_MI,Wisconsin
MSBB625.02,9.4,2019_MI,Michigan
MSBB625.02,9.4,2019_MI,Wisconsin
MSBB626.11,12.8,2019_MI,Michigan
MSBB626.11,12.8,2019_MI,Wisconsin
MSBB631.04,12.3,2019_MI,Michigan
MSBB631.04,12.3,2019_MI,Wisconsin
MSBB633.18,15.6,2019_MI,Michigan
MSBB633.18,15.6,2019_MI,Wisconsin
MSBB636.11,18.5,2019_MI,Michigan
MSBB636.11,18.5,2019_MI,Wisconsin
MSCC129.02,14,2019_MI,Michigan
MSCC129.04,18.3,2019_MI,Michigan
MSCC248.02,8.8,2019_MI,Michigan
MSCC248.03,12.1,2019_MI,Michigan
MSCC256.02,17.5,2019_MI,Michigan
NC475.3,13.9,2019_MI,NorthCarolina
ND113307C.3,16.3,2019_MI,NorthDakota
ND124C.1,6.4,2019_MI,NorthDakota
ND13217C.1,18.1,2019_MI,NorthDakota
ND13219C.4,16.4,2019_MI,NorthDakota
ND13220C.3,19.4,2019_MI,NorthDakota
ND13221C.3,7.8,2019_MI,NorthDakota
NDAF14477C.2,17.8,2019_MI,Maine
NDAF14477C.7,11.9,2019_MI,Maine
NDTX12135.1W,11.3,2019_MI,Texas
NDTX14362AB.1W,8.4,2019_MI,Texas
NYORN6.8,21.3,2019_MI,NewYork
NYORQ2.2,14,2019_MI,NewYork
NYORQ6.3,11.3,2019_MI,NewYork
NYORQ6.6,11.1,2019_MI,NewYork
NYQ106.13,20.4,2019_MI,NewYork
NYQ23.4,12.6,2019_MI,NewYork
NYQ29.1,14.8,2019_MI,NewYork
NYQ29.2,12.8,2019_MI,NewYork
NYQ36.6,11.1,2019_MI,NewYork
NYQ37.1,12.5,2019_MI,NewYork
NYQ38.4,12.2,2019_MI,NewYork
WAF14067.6,14,2019_MI,Maine
WAF15133.3,14.3,2019_MI,Maine
WAF15195.3,12.9,2019_MI,Maine
AOR12197.4,25.8,2019_MI,Oregon
AOR12197.4,25.8,2019_MI,Oregon
AOR12197.4,24.5,2019_MI,Oregon
AOR12197.4,24.5,2019_MI,Oregon
B2904.2,18.6,2019_MI,Wisconsin
B2904.2,14.8,2019_MI,Wisconsin
COOR13270.2,19.3,2019_MI,Oregon
COOR13270.2,16.2,2019_MI,Oregon
MSAA036.09,11.5,2019_MI,Michigan
MSAA036.09,8.8,2019_MI,Michigan
MSAA038.09Y,22.1,2019_MI,Michigan
MSAA038.09Y,20.1,2019_MI,Michigan
MSAA076.04,14,2019_MI,Michigan
MSAA076.04,14.4,2019_MI,Michigan
MSAA241.01,15.5,2019_MI,Michigan
MSAA241.01,10.5,2019_MI,Michigan
MSAA260.03,22,2019_MI,Michigan
MSAA260.03,17,2019_MI,Michigan
MSAA324.04,23.8,2019_MI,Michigan
MSAA324.04,20.8,2019_MI,Michigan
MSAA373.3,17.3,2019_MI,Michigan
MSAA373.3,15.7,2019_MI,Michigan
MSAA678.01,16.5,2019_MI,Michigan
MSAA678.01,14.2,2019_MI,Michigan
NY166,26.1,2019_MI,NewYork
NY166,25.9,2019_MI,NewYork
NY168,18.2,2019_MI,NewYork
NY168,16.5,2019_MI,NewYork
NYOR14Q9.5,14.9,2019_MI,NewYork
NYOR14Q9.5,14,2019_MI,NewYork
NYOR14Q9.9,20.4,2019_MI,NewYork
NYOR14Q9.9,19.5,2019_MI,NewYork
AC11453.7W,2.6,2019_NC,Colorado
AC11494.6W,1.5,2019_NC,Colorado
AF5933.4,3.9,2019_NC,Maine
AF5960.4,4.8,2019_NC,Maine
AF5973.3,2.2,2019_NC,Maine
AF5975.1,0.6,2019_NC,Maine
AF6024.1,2.5,2019_NC,Maine
AF6031.2,2.7,2019_NC,Maine
AF6034.1,1,2019_NC,Maine
AF6036.1,2.2,2019_NC,Maine
AF6188.9,4.4,2019_NC,Maine
AF6192.3,4.3,2019_NC,Maine
AF6200.4,6,2019_NC,Maine
AF6232.1,0.5,2019_NC,Maine
AF6241.4,1.8,2019_NC,Maine
B3306.2,3.3,2019_NC,Wisconsin
B3317.1,1.5,2019_NC,Wisconsin
BNC726.5,2.8,2019_NC,NorthCarolina
BNC742.2,4.7,2019_NC,NorthCarolina
CO12235.3W,2,2019_NC,Colorado
CO12293.1W,2.1,2019_NC,Colorado
CO12428.2W,1.5,2019_NC,Colorado
MSAA072.04,1.9,2019_NC,Michigan
MSAA091.01,3.3,2019_NC,Michigan
MSAA100.01,3.1,2019_NC,Michigan
MSAA217.3,1.5,2019_NC,Michigan
MSAA240.06,2,2019_NC,Michigan
MSAA290.02,76.2,2019_NC,Michigan
MSAA311.1,2.7,2019_NC,Michigan
MSAA313.01,1,2019_NC,Michigan
MSAA342.11Y,1.5,2019_NC,Michigan
MSAA373.3,1.8,2019_NC,Michigan
MSAA373.3,0.4,2019_NC,Michigan
MSAA498.18,4,2019_NC,Michigan
MSAA513.01,0.8,2019_NC,Michigan
MSBB008.03,0.7,2019_NC,Michigan
MSBB008.03,0.7,2019_NC,Wisconsin
MSBB058.01,1.8,2019_NC,Michigan
MSBB058.01,1.8,2019_NC,Wisconsin
MSBB060.01,1.7,2019_NC,Michigan
MSBB060.01,1.7,2019_NC,Wisconsin
MSBB067.02,0.8,2019_NC,Michigan
MSBB067.02,0.8,2019_NC,Wisconsin
MSBB166.01,2.8,2019_NC,Michigan
MSBB166.01,2.8,2019_NC,Wisconsin
MSBB193.1,3.7,2019_NC,Michigan
MSBB193.1,3.7,2019_NC,Wisconsin
MSBB610.13,1.5,2019_NC,Michigan
MSBB610.13,1.5,2019_NC,Wisconsin
MSBB611.03,3.1,2019_NC,Michigan
MSBB611.03,3.1,2019_NC,Wisconsin
MSBB613.04,3.5,2019_NC,Michigan
MSBB613.04,3.5,2019_NC,Wisconsin
MSBB614.10,2.7,2019_NC,Michigan
MSBB614.10,2.7,2019_NC,Wisconsin
MSBB617.02,1.9,2019_NC,Michigan
MSBB617.02,1.9,2019_NC,Wisconsin
MSBB618.02,2,2019_NC,Michigan
MSBB618.02,2,2019_NC,Wisconsin
MSBB618.09,4.9,2019_NC,Michigan
MSBB618.09,4.9,2019_NC,Wisconsin
MSBB623.12,1.1,2019_NC,Michigan
MSBB623.12,1.1,2019_NC,Wisconsin
MSBB625.02,2,2019_NC,Michigan
MSBB625.02,2,2019_NC,Wisconsin
MSBB626.11,3.1,2019_NC,Michigan
MSBB626.11,3.1,2019_NC,Wisconsin
MSBB631.04,2.7,2019_NC,Michigan
MSBB631.04,2.7,2019_NC,Wisconsin
MSBB633.18,1.8,2019_NC,Michigan
MSBB633.18,1.8,2019_NC,Wisconsin
MSBB636.11,1.5,2019_NC,Michigan
MSBB636.11,1.5,2019_NC,Wisconsin
MSCC129.02,0.7,2019_NC,Michigan
MSCC129.04,0.5,2019_NC,Michigan
MSCC248.02,0.9,2019_NC,Michigan
MSCC248.03,0.9,2019_NC,Michigan
MSCC256.02,2.4,2019_NC,Michigan
NC475.3,1,2019_NC,NorthCarolina
ND113307C.3,1,2019_NC,NorthDakota
ND124C.1,1.3,2019_NC,NorthDakota
ND13217C.1,4.6,2019_NC,NorthDakota
ND13219C.4,2.3,2019_NC,NorthDakota
ND13220C.3,5.3,2019_NC,NorthDakota
ND13221C.3,1.9,2019_NC,NorthDakota
NDAF14477C.2,3.1,2019_NC,Maine
NDAF14477C.7,5.5,2019_NC,Maine
NDTX12135.1W,3,2019_NC,Texas
NDTX14362AB.1W,0.6,2019_NC,Texas
NYORN6.8,2.2,2019_NC,NewYork
NYORQ2.2,0.5,2019_NC,NewYork
NYORQ6.3,0.4,2019_NC,NewYork
NYORQ6.6,0.4,2019_NC,NewYork
NYQ106.13,1,2019_NC,NewYork
NYQ23.4,1.3,2019_NC,NewYork
NYQ29.1,0.9,2019_NC,NewYork
NYQ29.2,1.3,2019_NC,NewYork
NYQ36.6,1.5,2019_NC,NewYork
NYQ37.1,1.3,2019_NC,NewYork
NYQ38.4,1.2,2019_NC,NewYork
WAF14067.6,4.5,2019_NC,Maine
WAF15133.3,2.2,2019_NC,Maine
WAF15195.3,2.8,2019_NC,Maine
A11516.1C,3.7,2019_NC,Idaho
A11516.1C,4.6,2019_NC,Idaho
AF6037.2,3,2019_NC,Maine
AF6037.2,1.4,2019_NC,Maine
AOR12197.4,3,2019_NC,Oregon
AOR12197.4,3,2019_NC,Oregon
AOR12197.4,2.1,2019_NC,Oregon
AOR12197.4,2.1,2019_NC,Oregon
B2904.2,2.5,2019_NC,Wisconsin
B2904.2,1.7,2019_NC,Wisconsin
B3012.1,3.9,2019_NC,Wisconsin
B3012.1,0.8,2019_NC,Wisconsin
BNC549.1,2.1,2019_NC,NorthCarolina
BNC549.1,1.6,2019_NC,NorthCarolina
CO11023.2W,3.6,2019_NC,Colorado
CO11023.2W,1.9,2019_NC,Colorado
CO11023.9W,1,2019_NC,Colorado
CO11023.9W,0.8,2019_NC,Colorado
CO11037.5W,1.9,2019_NC,Colorado
CO11037.5W,0.8,2019_NC,Colorado
COOR13270.2,0.4,2019_NC,Oregon
COOR13270.2,2.1,2019_NC,Oregon
MSAA036.09,2,2019_NC,Michigan
MSAA036.09,1.8,2019_NC,Michigan
MSAA038.09Y,3.7,2019_NC,Michigan
MSAA038.09Y,1.8,2019_NC,Michigan
MSAA076.04,4.1,2019_NC,Michigan
MSAA076.04,3.6,2019_NC,Michigan
MSAA241.01,1.8,2019_NC,Michigan
MSAA241.01,3.5,2019_NC,Michigan
MSAA260.03,2.3,2019_NC,Michigan
MSAA260.03,1.4,2019_NC,Michigan
MSAA324.04,1.8,2019_NC,Michigan
MSAA324.04,2.7,2019_NC,Michigan
MSAA678.01,1.7,2019_NC,Michigan
MSAA678.01,3.4,2019_NC,Michigan
MSAFB605.4,1.1,2019_NC,Michigan
MSAFB605.4,1.1,2019_NC,Wisconsin
MSAFB605.4,0.1,2019_NC,Michigan
MSAFB605.4,0.1,2019_NC,Wisconsin
MSAFB609.5,1.3,2019_NC,Michigan
MSAFB609.5,1.3,2019_NC,Wisconsin
MSAFB609.5,0.8,2019_NC,Michigan
MSAFB609.5,0.8,2019_NC,Wisconsin
MSAFB635.15,2.9,2019_NC,Michigan
MSAFB635.15,2.9,2019_NC,Wisconsin
MSAFB635.15,2.2,2019_NC,Michigan
MSAFB635.15,2.2,2019_NC,Wisconsin
MSAFB635.3,1.3,2019_NC,Michigan
MSAFB635.3,1.3,2019_NC,Wisconsin
MSAFB635.3,2.2,2019_NC,Michigan
MSAFB635.3,2.2,2019_NC,Wisconsin
NY166,2.3,2019_NC,NewYork
NY166,1.7,2019_NC,NewYork
NY168,2.2,2019_NC,NewYork
NY168,1.4,2019_NC,NewYork
NYOR14Q9.5,0.7,2019_NC,NewYork
NYOR14Q9.5,1.1,2019_NC,NewYork
NYOR14Q9.9,0.1,2019_NC,NewYork
NYOR14Q9.9,1.5,2019_NC,NewYork
NYP19.2,2.1,2019_NC,NewYork
NYP19.2,3,2019_NC,NewYork
AC11453.7W,7.2,2019_ND,Colorado
AC11494.6W,8,2019_ND,Colorado
AF5933.4,8.6,2019_ND,Maine
AF5960.4,2.8,2019_ND,Maine
AF5973.3,3.2,2019_ND,Maine
AF5975.1,6.2,2019_ND,Maine
AF6024.1,9.5,2019_ND,Maine
AF6031.2,8.8,2019_ND,Maine
AF6034.1,9.6,2019_ND,Maine
AF6036.1,3.9,2019_ND,Maine
AF6188.9,3.3,2019_ND,Maine
AF6192.3,6.1,2019_ND,Maine
AF6200.4,8.9,2019_ND,Maine
AF6232.1,10.3,2019_ND,Maine
AF6241.4,7.1,2019_ND,Maine
B3306.2,7.5,2019_ND,Wisconsin
B3317.1,8.1,2019_ND,Wisconsin
BNC726.5,4.5,2019_ND,NorthCarolina
BNC742.2,4.6,2019_ND,NorthCarolina
CO12235.3W,6.6,2019_ND,Colorado
CO12293.1W,3.6,2019_ND,Colorado
CO12428.2W,4.4,2019_ND,Colorado
MSAA072.04,7.3,2019_ND,Michigan
MSAA091.01,9,2019_ND,Michigan
MSAA100.01,12.7,2019_ND,Michigan
MSAA217.3,11.4,2019_ND,Michigan
MSAA240.06,7.8,2019_ND,Michigan
MSAA290.02,2.8,2019_ND,Michigan
MSAA309.15,6.6,2019_ND,Michigan
MSAA311.1,7.5,2019_ND,Michigan
MSAA313.01,4,2019_ND,Michigan
MSAA342.11Y,10.2,2019_ND,Michigan
MSAA498.18,8.9,2019_ND,Michigan
MSAA513.01,6.9,2019_ND,Michigan
MSAFB605.4,1.2,2019_ND,Michigan
MSAFB605.4,1.2,2019_ND,Wisconsin
MSAFB609.5,3,2019_ND,Michigan
MSAFB609.5,3,2019_ND,Wisconsin
MSAFB635.15,4.2,2019_ND,Michigan
MSAFB635.15,4.2,2019_ND,Wisconsin
MSAFB635.3,5.6,2019_ND,Michigan
MSAFB635.3,5.6,2019_ND,Wisconsin
MSBB008.03,3.3,2019_ND,Michigan
MSBB008.03,3.3,2019_ND,Wisconsin
MSBB058.01,4.9,2019_ND,Michigan
MSBB058.01,4.9,2019_ND,Wisconsin
MSBB060.01,7.1,2019_ND,Michigan
MSBB060.01,7.1,2019_ND,Wisconsin
MSBB067.02,5,2019_ND,Michigan
MSBB067.02,5,2019_ND,Wisconsin
MSBB166.01,8.5,2019_ND,Michigan
MSBB166.01,8.5,2019_ND,Wisconsin
MSBB193.1,5.8,2019_ND,Michigan
MSBB193.1,5.8,2019_ND,Wisconsin
MSBB610.13,7.1,2019_ND,Michigan
MSBB610.13,7.1,2019_ND,Wisconsin
MSBB611.03,5.7,2019_ND,Michigan
MSBB611.03,5.7,2019_ND,Wisconsin
MSBB613.04,1.7,2019_ND,Michigan
MSBB613.04,1.7,2019_ND,Wisconsin
MSBB614.10,3.6,2019_ND,Michigan
MSBB614.10,3.6,2019_ND,Wisconsin
MSBB617.02,4.1,2019_ND,Michigan
MSBB617.02,4.1,2019_ND,Wisconsin
MSBB618.02,5.1,2019_ND,Michigan
MSBB618.02,5.1,2019_ND,Wisconsin
MSBB618.09,7.4,2019_ND,Michigan
MSBB618.09,7.4,2019_ND,Wisconsin
MSBB623.12,8,2019_ND,Michigan
MSBB623.12,8,2019_ND,Wisconsin
MSBB625.02,8.7,2019_ND,Michigan
MSBB625.02,8.7,2019_ND,Wisconsin
MSBB626.11,14.2,2019_ND,Michigan
MSBB626.11,14.2,2019_ND,Wisconsin
MSBB631.04,7.4,2019_ND,Michigan
MSBB631.04,7.4,2019_ND,Wisconsin
MSBB633.18,4.1,2019_ND,Michigan
MSBB633.18,4.1,2019_ND,Wisconsin
MSBB636.11,6,2019_ND,Michigan
MSBB636.11,6,2019_ND,Wisconsin
MSCC129.02,4,2019_ND,Michigan
MSCC129.04,3.8,2019_ND,Michigan
MSCC248.02,4.4,2019_ND,Michigan
MSCC248.03,6.1,2019_ND,Michigan
MSCC256.02,9.5,2019_ND,Michigan
NC475.3,4.3,2019_ND,NorthCarolina
ND113307C.3,8.9,2019_ND,NorthDakota
ND124C.1,8.6,2019_ND,NorthDakota
ND13217C.1,8.6,2019_ND,NorthDakota
ND13219C.4,7.8,2019_ND,NorthDakota
ND13220C.3,8.6,2019_ND,NorthDakota
ND13221C.3,6.6,2019_ND,NorthDakota
